NUTS2_load,NUTS2_unload,Type,Flow_Tons,Flow_TonKMs
AT11,AT11,Rail,20994,3357976
AT11,AT11,Road,358000,716000
AT11,AT12,Rail,140826,22524839
AT11,AT12,Road,2601000,68265846
AT11,AT13,Rail,228181,36497005
AT11,AT13,Road,842000,15718456
AT11,AT21,Rail,49071,7848773
AT11,AT21,Road,683000,39583948
AT11,AT22,Rail,114242,18272753
AT11,AT22,Road,1710000,57862980
AT11,AT31,Rail,153298,24519718
AT11,AT31,Road,2191000,117669846
AT11,AT32,Rail,65770,10519717
AT11,AT32,Road,726000,52431720
AT11,AT33,Rail,81113,12973882
AT11,AT33,Road,1008000,99513792
AT11,AT34,Rail,42492,6796506
AT11,AT34,Road,442000,58073496
AT11,BE10,Rail,1332,853244
AT11,BE10,Road,553,609431.8597
AT11,BE21,Rail,1399,896352
AT11,BE21,Road,5855,6405625.252
AT11,BE22,Rail,469,300618
AT11,BE22,Road,2603,2669398.922
AT11,BE23,Rail,888,569290
AT11,BE23,Road,3818,4380679.517
AT11,BE24,Rail,792,507389
AT11,BE24,Road,1248,1361791.517
AT11,BE25,Rail,747,478578
AT11,BE25,Road,4077,4886051.42
AT11,BE31,Rail,281,180236
AT11,BE31,Road,282,309980.3155
AT11,BE32,Rail,562,360014
AT11,BE32,Road,1637,1870586.192
AT11,BE33,Rail,516,330448
AT11,BE33,Road,1922,1927894.472
AT11,BE34,Rail,116,74231
AT11,BE34,Road,1136,1143980.262
AT11,BE35,Rail,218,139975
AT11,BE35,Road,450,481728.7278
AT11,BG31,Rail,521,79115
AT11,BG31,Road,326,337893.9411
AT11,BG32,Rail,614,93141
AT11,BG32,Road,357,436306.9513
AT11,BG33,Rail,837,127036
AT11,BG33,Road,338,432281.6336
AT11,BG34,Rail,939,142453
AT11,BG34,Road,251,337831.557
AT11,BG41,Rail,3680,558332
AT11,BG41,Road,2869,3137393.566
AT11,BG42,Rail,1090,165410
AT11,BG42,Road,1573,1930599.612
AT11,CH01,Rail,6972,850909
AT11,CH01,Road,10515,4484835.638
AT11,CH02,Rail,8106,989417
AT11,CH02,Road,13642,5398175.22
AT11,CH03,Rail,4959,605248
AT11,CH03,Road,12435,4534389.454
AT11,CH04,Rail,6420,783599
AT11,CH04,Road,7845,2638596.068
AT11,CH05,Rail,5080,620101
AT11,CH05,Road,14203,4474080.807
AT11,CH06,Rail,3473,423871
AT11,CH06,Road,6239,2303658.363
AT11,CH07,Rail,1555,189818
AT11,CH07,Road,6682,2424740.681
AT11,CZ01,Rail,20733,3993138
AT11,CZ01,Road,6471,1635282.529
AT11,CZ02,Rail,9836,1894315
AT11,CZ02,Road,14604,3627651.219
AT11,CZ03,Rail,8636,1663277
AT11,CZ03,Road,13305,3040305.24
AT11,CZ04,Rail,6751,1300176
AT11,CZ04,Road,8608,2721388.047
AT11,CZ05,Rail,9988,1923586
AT11,CZ05,Road,9513,2363933.016
AT11,CZ06,Rail,12650,2436275
AT11,CZ06,Road,11749,1926121.286
AT11,CZ07,Rail,8174,1574190
AT11,CZ07,Road,9654,1907249.066
AT11,CZ08,Rail,8101,1560289
AT11,CZ08,Road,11812,2850303.543
AT11,DE11,Rail,29792,14854647
AT11,DE11,Road,17934,8349437.605
AT11,DE12,Rail,17408,8679592
AT11,DE12,Road,17373,8850349.555
AT11,DE13,Rail,12132,6049007
AT11,DE13,Road,16454,8461786.162
AT11,DE14,Rail,11071,5520184
AT11,DE14,Road,8879,3980824.569
AT11,DE21,Rail,36960,18428690
AT11,DE21,Road,25098,7925822.978
AT11,DE22,Rail,6692,3336848
AT11,DE22,Road,11744,3311220.218
AT11,DE23,Rail,6406,3193847
AT11,DE23,Road,11084,3754066.796
AT11,DE24,Rail,5511,2748042
AT11,DE24,Road,6115,2545085.037
AT11,DE25,Rail,10670,5320240
AT11,DE25,Road,8791,3444734.74
AT11,DE26,Rail,7379,3679185
AT11,DE26,Road,6445,2999584.625
AT11,DE27,Rail,10309,5140291
AT11,DE27,Road,10955,4256275.018
AT11,DE30,Rail,18974,9460815
AT11,DE30,Road,7784,3778410.436
AT11,DE40,Rail,9978,4975243
AT11,DE40,Road,24150,11938233.99
AT11,DE50,Rail,4828,2407074
AT11,DE50,Road,6073,4176591.491
AT11,DE60,Rail,16699,8326156
AT11,DE60,Road,12087,7964003.141
AT11,DE71,Rail,28997,14458105
AT11,DE71,Road,12613,6659081.123
AT11,DE72,Rail,4946,2465917
AT11,DE72,Road,4074,2305071.366
AT11,DE73,Rail,6317,3149829
AT11,DE73,Road,6874,3873492.405
AT11,DE80,Rail,6093,3037922
AT11,DE80,Road,8138,5180263.267
AT11,DE91,Rail,9471,4722539
AT11,DE91,Road,8809,4925872.437
AT11,DE92,Rail,11345,5656571
AT11,DE92,Road,10827,6714531.717
AT11,DE93,Rail,6521,3251549
AT11,DE93,Road,7393,4689936.545
AT11,DE94,Rail,12171,6068773
AT11,DE94,Road,23119,16870346.96
AT11,DEA1,Rail,31170,15541752
AT11,DEA1,Road,41514,29010403.98
AT11,DEA2,Rail,26342,13134222
AT11,DEA2,Road,34383,22641781.8
AT11,DEA3,Rail,12382,6173838
AT11,DEA3,Road,16848,11752942.75
AT11,DEA4,Rail,10973,5470996
AT11,DEA4,Road,10167,6501551.432
AT11,DEA5,Rail,17793,8871857
AT11,DEA5,Road,22114,14452548.87
AT11,DEB1,Rail,7109,3544698
AT11,DEB1,Road,9780,5939359.645
AT11,DEB2,Rail,2293,1143478
AT11,DEB2,Road,6460,4187136.253
AT11,DEB3,Rail,10762,5366235
AT11,DEB3,Road,13103,7488758.506
AT11,DED2,Rail,6806,3393638
AT11,DED2,Road,9339,3418906.584
AT11,DED4,Rail,5778,2881084
AT11,DED4,Road,7151,2775909.856
AT11,DED5,Rail,4632,2309611
AT11,DED5,Road,5772,2460769.734
AT11,DEE0,Rail,8591,4283652
AT11,DEE0,Road,15449,7791938.448
AT11,DEF0,Rail,13083,6523321
AT11,DEF0,Road,13919,10099511.6
AT11,DEG0,Rail,8682,4328886
AT11,DEG0,Road,9174,4333544.669
AT11,DK01,Rail,446,291053
AT11,DK01,Road,422,488553.6467
AT11,DK02,Rail,110,72076
AT11,DK02,Road,298,337188.7026
AT11,DK03,Rail,213,139394
AT11,DK03,Road,1357,1663560.657
AT11,DK04,Rail,225,146646
AT11,DK04,Road,698,937118.8053
AT11,DK05,Rail,94,61495
AT11,DK05,Road,299,420631.0911
AT11,EE00,Road,899,1597534.88
AT11,EL30,Rail,7457,941859
AT11,EL30,Road,2650,4117121.371
AT11,EL41,Rail,217,27396
AT11,EL41,Road,32,50217.02674
AT11,EL42,Rail,537,67786
AT11,EL42,Road,20,37924.10467
AT11,EL43,Rail,777,98118
AT11,EL43,Road,197,366085.8828
AT11,EL51,Rail,609,76974
AT11,EL51,Road,366,462131.6406
AT11,EL52,Rail,2089,263865
AT11,EL52,Road,3474,3941870.759
AT11,EL53,Rail,366,46229
AT11,EL53,Road,10,11370.85002
AT11,EL54,Rail,344,43393
AT11,EL54,Road,408,467512.5622
AT11,EL61,Rail,787,99368
AT11,EL61,Road,358,454213.5529
AT11,EL62,Rail,276,34875
AT11,EL62,Road,100,161177.1145
AT11,EL63,Rail,708,89399
AT11,EL63,Road,334,433143.4542
AT11,EL64,Rail,680,85894
AT11,EL64,Road,617,870396.6604
AT11,EL65,Rail,683,86273
AT11,EL65,Road,195,292517.0637
AT11,ES11,Rail,226,115159
AT11,ES11,Road,786,2072794.048
AT11,ES12,Rail,86,43899
AT11,ES12,Road,172,406116.1426
AT11,ES13,Rail,50,25222
AT11,ES13,Road,140,307180.0475
AT11,ES21,Rail,269,137299
AT11,ES21,Road,1247,2565551.614
AT11,ES22,Rail,75,38135
AT11,ES22,Road,487,986451.1331
AT11,ES23,Rail,32,16277
AT11,ES23,Road,73,155089.8823
AT11,ES24,Rail,136,69500
AT11,ES24,Road,718,1398599.954
AT11,ES30,Rail,822,418717
AT11,ES30,Road,1178,2681375.539
AT11,ES41,Rail,217,110500
AT11,ES41,Road,816,1864594.371
AT11,ES42,Rail,150,76244
AT11,ES42,Road,487,1110001.036
AT11,ES43,Rail,70,35634
AT11,ES43,Road,334,877911.985
AT11,ES51,Rail,827,421242
AT11,ES51,Road,3934,6797519.794
AT11,ES52,Rail,410,209124
AT11,ES52,Road,1078,2171861.559
AT11,ES53,Rail,110,56173
AT11,ES53,Road,24,44114.53776
AT11,ES61,Rail,582,296754
AT11,ES61,Road,986,2515142.407
AT11,ES62,Rail,111,56790
AT11,ES62,Road,366,816926.5226
AT11,ES63,Rail,6,3284
AT11,ES63,Road,6,16506.31839
AT11,ES64,Rail,6,2979
AT11,ES64,Road,1,0
AT11,ES70,Rail,166,84335
AT11,ES70,Road,17,0
AT11,FR10,Rail,4061,1419557
AT11,FR10,Road,3663,4044065.883
AT11,FR21,Rail,227,79406
AT11,FR21,Road,1927,1838543.697
AT11,FR22,Rail,292,101902
AT11,FR22,Road,2210,2447807.883
AT11,FR23,Rail,324,113202
AT11,FR23,Road,1022,1233018.815
AT11,FR24,Rail,429,150055
AT11,FR24,Road,1188,1422819.796
AT11,FR25,Rail,237,82982
AT11,FR25,Road,508,676324.237
AT11,FR26,Rail,278,97278
AT11,FR26,Road,988,995025.2184
AT11,FR30,Rail,672,234762
AT11,FR30,Road,5738,6404915.077
AT11,FR41,Rail,359,125463
AT11,FR41,Road,3266,2686316.513
AT11,FR42,Rail,352,122993
AT11,FR42,Road,2537,1938887.933
AT11,FR43,Rail,183,64113
AT11,FR43,Road,811,701768.713
AT11,FR51,Rail,673,235141
AT11,FR51,Road,1210,1661771.231
AT11,FR52,Rail,564,197156
AT11,FR52,Road,710,1078290.486
AT11,FR53,Rail,300,104725
AT11,FR53,Road,498,676358.5325
AT11,FR61,Rail,593,207433
AT11,FR61,Road,2048,3012336.999
AT11,FR62,Rail,543,189963
AT11,FR62,Road,1220,1695176.165
AT11,FR63,Rail,112,39134
AT11,FR63,Road,255,325630.5268
AT11,FR71,Rail,1315,459569
AT11,FR71,Road,2973,3002299.642
AT11,FR72,Rail,225,78496
AT11,FR72,Road,403,474960.3227
AT11,FR81,Rail,419,146625
AT11,FR81,Road,2024,2522200.535
AT11,FR82,Rail,940,328688
AT11,FR82,Road,1716,1794836.997
AT11,FR83,Rail,53,18563
AT11,FR83,Road,55,50769.61502
AT11,FRA1,Rail,56,19697
AT11,FRA1,Road,3,0
AT11,FRA2,Rail,56,19521
AT11,FRA2,Road,2,0
AT11,FRA3,Rail,26,9165
AT11,FRA3,Road,4,0
AT11,FRA4,Rail,114,39947
AT11,FRA4,Road,6,0
AT11,FRA5,Rail,14,4841
AT11,HR03,Rail,5190,216961
AT11,HR03,Road,5561,2018714.018
AT11,HR04,Rail,11131,465275
AT11,HR04,Road,16920,3504498.283
AT11,HU10,Rail,76363,13377691
AT11,HU10,Road,28717,4415366.034
AT11,HU21,Rail,16346,2863559
AT11,HU21,Road,13494,1411815.046
AT11,HU22,Rail,17767,3112587
AT11,HU22,Road,18714,961874.1237
AT11,HU23,Rail,9812,1718969
AT11,HU23,Road,1811,260634.469
AT11,HU31,Rail,12585,2204782
AT11,HU31,Road,6419,1572046.788
AT11,HU32,Rail,15460,2708308
AT11,HU32,Road,3185,835020.5362
AT11,HU33,Rail,14743,2582752
AT11,HU33,Road,6648,1531027.628
AT11,IE01,Road,155,301096.9958
AT11,IE02,Road,280,547465.6745
AT11,ITC1,Rail,14928,3257263
AT11,ITC1,Road,30792,16636330.5
AT11,ITC2,Rail,513,111862
AT11,ITC2,Road,574,332738.967
AT11,ITC3,Rail,5586,1218945
AT11,ITC3,Road,8908,4920837.941
AT11,ITC4,Rail,41867,9135117
AT11,ITC4,Road,73438,33420655.81
AT11,ITF1,Rail,3820,833515
AT11,ITF1,Road,3621,1943050.722
AT11,ITF2,Rail,708,154520
AT11,ITF2,Road,61,36514.59312
AT11,ITF3,Rail,11785,2571336
AT11,ITF3,Road,7090,4702971.507
AT11,ITF4,Rail,8455,1844797
AT11,ITF4,Road,4515,2774273.376
AT11,ITF5,Rail,1342,292799
AT11,ITF5,Road,990,671611.2154
AT11,ITF6,Rail,3844,838707
AT11,ITF6,Road,1158,893221.0751
AT11,ITG1,Rail,10242,2234753
AT11,ITG1,Road,1392,1270929.229
AT11,ITG2,Rail,3807,830677
AT11,ITG2,Road,315,263224.1836
AT11,ITH1,Rail,2519,549539
AT11,ITH1,Road,11650,3619274.713
AT11,ITH2,Rail,2181,475885
AT11,ITH2,Road,6145,2208569.016
AT11,ITH3,Rail,17773,3877924
AT11,ITH3,Road,46744,14979217.89
AT11,ITH4,Rail,4181,912207
AT11,ITH4,Road,22803,5758605.287
AT11,ITH5,Rail,17525,3823988
AT11,ITH5,Road,28319,12250900.09
AT11,ITI1,Rail,12932,2821657
AT11,ITI1,Road,9558,4826538.408
AT11,ITI2,Rail,2513,548260
AT11,ITI2,Road,2123,1124386.289
AT11,ITI3,Rail,4758,1038135
AT11,ITI3,Road,4510,2117173.908
AT11,ITI4,Rail,21407,4670930
AT11,ITI4,Road,8893,5161738.444
AT11,LT00,Rail,99,28427
AT11,LT00,Road,899,1266174.583
AT11,LU00,Rail,297,198986
AT11,LU00,Road,2060,2499373.951
AT11,LV00,Road,841,1212515.438
AT11,NL11,Rail,1234,332803
AT11,NL11,Road,615,719093.1027
AT11,NL12,Rail,857,231222
AT11,NL12,Road,538,650054.9781
AT11,NL13,Rail,651,175636
AT11,NL13,Road,584,660808.1455
AT11,NL21,Rail,1755,473345
AT11,NL21,Road,1524,1733567.016
AT11,NL22,Rail,3201,863451
AT11,NL22,Road,2655,2958142.917
AT11,NL23,Rail,581,156811
AT11,NL23,Road,324,384711.1922
AT11,NL31,Rail,2796,754365
AT11,NL31,Road,681,795428.8543
AT11,NL32,Rail,6685,1803475
AT11,NL32,Road,1443,1785438.468
AT11,NL33,Rail,6808,1836419
AT11,NL33,Road,3725,4515796.935
AT11,NL34,Rail,558,150527
AT11,NL34,Road,914,1105841.517
AT11,NL41,Rail,4817,1299386
AT11,NL41,Road,4206,4765315.475
AT11,NL42,Rail,1775,478942
AT11,NL42,Road,3328,3535813.779
AT11,PL11,Rail,5571,613124
AT11,PL11,Road,3934,2153751.303
AT11,PL12,Rail,20302,2234324
AT11,PL12,Road,6557,4186947.638
AT11,PL21,Rail,7242,797064
AT11,PL21,Road,3267,1468559.74
AT11,PL22,Rail,11368,1251137
AT11,PL22,Road,7136,2795677.335
AT11,PL31,Rail,3504,385630
AT11,PL31,Road,1345,921017.2718
AT11,PL32,Rail,3585,394529
AT11,PL32,Road,1459,837237.4798
AT11,PL33,Rail,2176,239516
AT11,PL33,Road,780,420107.7184
AT11,PL34,Rail,2017,221953
AT11,PL34,Road,1199,934645.8747
AT11,PL41,Rail,9011,991687
AT11,PL41,Road,6042,3641130.98
AT11,PL42,Rail,3469,381756
AT11,PL42,Road,2354,1636966.739
AT11,PL43,Rail,2030,223362
AT11,PL43,Road,3132,1713542.067
AT11,PL51,Rail,7722,849893
AT11,PL51,Road,4956,2044591.95
AT11,PL52,Rail,1925,211833
AT11,PL52,Road,1376,559410.1122
AT11,PL61,Rail,4060,446841
AT11,PL61,Road,2422,1676924.036
AT11,PL62,Rail,2441,268654
AT11,PL62,Road,898,720050.6668
AT11,PL63,Rail,5271,580112
AT11,PL63,Road,2022,1622313.318
AT11,PT11,Road,178,316512.3879
AT11,PT15,Road,16,31278.00255
AT11,PT16,Road,128,238114.04
AT11,PT17,Road,104,202240.7365
AT11,PT18,Road,67,127541.5093
AT11,PT20,Road,0,0
AT11,RO11,Rail,2483,851013
AT11,RO11,Road,3364,1737011.175
AT11,RO12,Rail,2361,809131
AT11,RO12,Road,2079,1373889.549
AT11,RO21,Rail,2156,739063
AT11,RO21,Road,501,398943.7578
AT11,RO22,Rail,2415,827952
AT11,RO22,Road,777,731741.4684
AT11,RO31,Rail,2773,950570
AT11,RO31,Road,2254,1851559.501
AT11,RO32,Rail,6001,2057022
AT11,RO32,Road,2423,2079168.898
AT11,RO41,Rail,1547,530258
AT11,RO41,Road,520,356555.8146
AT11,RO42,Rail,1992,682739
AT11,RO42,Road,3514,1696297.264
AT11,SE11,Rail,5439,2887943
AT11,SE11,Road,795,1128630.373
AT11,SE12,Rail,2433,1292005
AT11,SE12,Road,711,954930.8607
AT11,SE21,Rail,1216,645586
AT11,SE21,Road,715,862072.4141
AT11,SE22,Rail,2137,1134509
AT11,SE22,Road,1779,1774058.183
AT11,SE23,Rail,3335,1770904
AT11,SE23,Road,1402,1703294.338
AT11,SE31,Rail,1162,616713
AT11,SE31,Road,306,472562.6164
AT11,SE32,Rail,554,293889
AT11,SE32,Road,80,143998.849
AT11,SE33,Rail,803,426509
AT11,SE33,Road,245,525318.1691
AT11,SI03,Rail,86430,14411624
AT11,SI03,Road,34289,7029167.224
AT11,SI04,Rail,110475,18421001
AT11,SI04,Road,30369,9406228.539
AT11,SK01,Rail,21423,4643605
AT11,SK01,Road,13496,1377557.308
AT11,SK02,Rail,23641,5124294
AT11,SK02,Road,27357,4256180.415
AT11,SK03,Rail,14990,3249145
AT11,SK03,Road,15250,3592878.667
AT11,SK04,Rail,15748,3413482
AT11,SK04,Road,11514,4086666.361
AT11,UKC1,Road,233,405800.1853
AT11,UKC2,Road,281,492606.0274
AT11,UKD1,Road,71,127899.1244
AT11,UKD3,Road,434,750097.9383
AT11,UKD4,Road,154,271449.6846
AT11,UKD6,Road,309,538779.3556
AT11,UKD7,Road,339,599620.7577
AT11,UKE1,Road,297,474095.8434
AT11,UKE2,Road,278,468109.7673
AT11,UKE3,Road,368,614325.2765
AT11,UKE4,Road,432,725464.6122
AT11,UKF1,Road,491,811964.6194
AT11,UKF2,Road,1039,1651053.453
AT11,UKF3,Road,324,522226.0012
AT11,UKG1,Road,408,681046.7014
AT11,UKG2,Road,528,892631.9631
AT11,UKG3,Road,911,1505067.757
AT11,UKH1,Road,645,943588.4358
AT11,UKH2,Road,415,638804.9398
AT11,UKH3,Road,382,554863.9984
AT11,UKI3,Road,415,617361.4272
AT11,UKI4,Road,109,161283.4465
AT11,UKI5,Road,248,367078.4021
AT11,UKI6,Road,34,50493.97374
AT11,UKI7,Road,176,263833.2522
AT11,UKJ1,Road,898,1406824.922
AT11,UKJ2,Road,201,302351.1721
AT11,UKJ3,Road,362,574710.7485
AT11,UKJ4,Road,802,1138278.584
AT11,UKK1,Road,477,790783.694
AT11,UKK2,Road,252,423502.8192
AT11,UKK3,Road,34,64353.95745
AT11,UKK4,Road,170,303815.5505
AT11,UKL1,Road,299,549693.9357
AT11,UKL2,Road,258,451209.6613
AT11,UKM2,Road,157,301627.6264
AT11,UKM3,Road,165,318903.7161
AT11,UKM5,Road,71,147578.4261
AT11,UKM6,Road,118,260596.2094
AT11,UKN0,Road,2282,4838265.338
AT12,AT12,Rail,944643,151093522
AT12,AT12,Road,20359000,40718000
AT12,AT12,Waterway,204000,2000000
AT12,AT13,Rail,1530606,244816883
AT12,AT13,Road,6593000,64189448
AT12,AT13,Waterway,45000,1000000
AT12,AT21,Rail,329161,52648488
AT12,AT21,Road,5344000,332482304
AT12,AT22,Rail,766320,122571111
AT12,AT22,Road,13380000,490002360
AT12,AT31,Rail,1028304,164474894
AT12,AT31,Road,17150000,540190700
AT12,AT31,Waterway,14000,2000000
AT12,AT32,Rail,441174,70564816
AT12,AT32,Road,5680000,337687360
AT12,AT33,Rail,544097,87027017
AT12,AT33,Road,7888000,620927584
AT12,AT34,Rail,285031,45590026
AT12,AT34,Road,3458000,384259876
AT12,BE10,Rail,8932,5723441
AT12,BE10,Road,3127,3110081.322
AT12,BE21,Rail,9383,6012609
AT12,BE21,Road,33098,32654033.97
AT12,BE21,Waterway,58300,12240000
AT12,BE22,Rail,3147,2016504
AT12,BE22,Road,14714,13508207.37
AT12,BE22,Waterway,0,0
AT12,BE23,Rail,5959,3818722
AT12,BE23,Road,21581,22442683.21
AT12,BE23,Waterway,4240,1020000
AT12,BE24,Rail,5311,3403498
AT12,BE24,Road,7056,6941209.469
AT12,BE25,Rail,5010,3210233
AT12,BE25,Road,23047,25144167.08
AT12,BE31,Rail,1887,1208997
AT12,BE31,Road,1594,1580886.763
AT12,BE32,Rail,3769,2414925
AT12,BE32,Road,9254,9580058.666
AT12,BE32,Waterway,0,0
AT12,BE33,Rail,3459,2216597
AT12,BE33,Road,10862,9728216.219
AT12,BE34,Rail,777,497931
AT12,BE34,Road,6424,5778884.438
AT12,BE35,Rail,1465,938933
AT12,BE35,Road,2546,2451927.864
AT12,BG31,Rail,3498,530690
AT12,BG31,Road,1845,2024020.154
AT12,BG31,Waterway,27840,3210000
AT12,BG32,Rail,4118,624778
AT12,BG32,Road,2017,2587215.339
AT12,BG32,Waterway,34800,7490000
AT12,BG33,Rail,5617,852143
AT12,BG33,Road,1912,2561116.545
AT12,BG34,Rail,6299,955553
AT12,BG34,Road,1419,1995806.288
AT12,BG41,Rail,24687,3745216
AT12,BG41,Road,16218,18796631.2
AT12,BG42,Rail,7314,1109547
AT12,BG42,Road,8889,11491562.64
AT12,CH01,Rail,46764,5707779
AT12,CH01,Road,59437,22361861.07
AT12,CH02,Rail,54376,6636876
AT12,CH02,Road,77113,26636158.02
AT12,CH03,Rail,33263,4059923
AT12,CH03,Road,70286,22095241.62
AT12,CH03,Waterway,0,0
AT12,CH04,Rail,43065,5256272
AT12,CH04,Road,44344,12684653.62
AT12,CH05,Rail,34079,4159550
AT12,CH05,Road,80282,21652540.89
AT12,CH06,Rail,23295,2843267
AT12,CH06,Road,35268,11303667.65
AT12,CH07,Rail,10432,1273273
AT12,CH07,Road,37768,12563524.77
AT12,CZ01,Rail,139075,26785418
AT12,CZ01,Road,36578,6899924.157
AT12,CZ02,Rail,65976,12706804
AT12,CZ02,Road,82547,15215699.63
AT12,CZ03,Rail,57930,11157034
AT12,CZ03,Road,75208,11697136.73
AT12,CZ04,Rail,45283,8721399
AT12,CZ04,Road,48659,12265614.58
AT12,CZ05,Rail,66996,12903152
AT12,CZ05,Road,53772,10034885.57
AT12,CZ06,Rail,84852,16342198
AT12,CZ06,Road,66409,7826225.275
AT12,CZ07,Rail,54827,10559453
AT12,CZ07,Road,54572,8266031.577
AT12,CZ08,Rail,54343,10466204
AT12,CZ08,Road,66768,13426923.08
AT12,DE11,Rail,199842,99642924
AT12,DE11,Road,101370,39414754
AT12,DE12,Rail,116768,58221506
AT12,DE12,Road,98201,42491000.03
AT12,DE12,Waterway,0,0
AT12,DE13,Rail,81378,40575906
AT12,DE13,Road,93006,40693114.01
AT12,DE14,Rail,74264,37028631
AT12,DE14,Road,50188,18650083.46
AT12,DE21,Rail,247924,123617116
AT12,DE21,Road,141864,33913709.25
AT12,DE22,Rail,44891,22383119
AT12,DE22,Road,66383,13622185.36
AT12,DE22,Waterway,37440,5250000
AT12,DE23,Rail,42967,21423887
AT12,DE23,Road,62654,16412115.2
AT12,DE23,Waterway,52000,10500000
AT12,DE24,Rail,36970,18433487
AT12,DE24,Road,34565,11774032.2
AT12,DE24,Waterway,0,0
AT12,DE25,Rail,71574,35687439
AT12,DE25,Road,49691,15657826.12
AT12,DE25,Waterway,1040,0
AT12,DE26,Rail,49497,24679465
AT12,DE26,Road,36429,14158810.1
AT12,DE26,Waterway,0,0
AT12,DE27,Rail,69153,34480366
AT12,DE27,Road,61921,19305697.68
AT12,DE30,Rail,127278,63461845
AT12,DE30,Road,43998,18448965.36
AT12,DE40,Rail,66933,33373245
AT12,DE40,Road,136507,58458199.47
AT12,DE50,Rail,32383,16146321
AT12,DE50,Road,34329,21340197.55
AT12,DE60,Rail,112013,55850707
AT12,DE60,Road,68322,40501035.74
AT12,DE71,Rail,194507,96982978
AT12,DE71,Road,71292,32168139.56
AT12,DE71,Waterway,19760,8400000
AT12,DE72,Rail,33174,16541029
AT12,DE72,Road,23031,11263460.55
AT12,DE73,Rail,42375,21128620
AT12,DE73,Road,38853,18911892.86
AT12,DE80,Rail,40870,20377961
AT12,DE80,Road,45999,26240534.58
AT12,DE91,Rail,63533,31678142
AT12,DE91,Road,49790,24551088.61
AT12,DE92,Rail,76099,37943498
AT12,DE92,Road,61200,33909200.98
AT12,DE93,Rail,43744,21810945
AT12,DE93,Road,41786,23746219.91
AT12,DE94,Rail,81644,40708495
AT12,DE94,Road,130678,86721996.15
AT12,DE94,Waterway,0,0
AT12,DEA1,Rail,209086,104251934
AT12,DEA1,Road,234658,145972790.9
AT12,DEA1,Waterway,8320,5250000
AT12,DEA2,Rail,176697,88102553
AT12,DEA2,Road,194351,113068114.3
AT12,DEA2,Waterway,0,0
AT12,DEA3,Rail,83058,41413259
AT12,DEA3,Road,95230,59440098.53
AT12,DEA4,Rail,73602,36698688
AT12,DEA4,Road,57471,32860306.8
AT12,DEA5,Rail,119354,59511193
AT12,DEA5,Road,124998,72100142.38
AT12,DEB1,Rail,47687,23777347
AT12,DEB1,Road,55284,29331444.75
AT12,DEB1,Waterway,0,0
AT12,DEB2,Rail,15383,7670293
AT12,DEB2,Road,36516,20865954.01
AT12,DEB2,Waterway,0,0
AT12,DEB3,Rail,72193,35995964
AT12,DEB3,Road,74064,36646345.97
AT12,DEB3,Waterway,17680,4200000
AT12,DED2,Rail,45655,22764059
AT12,DED2,Road,52786,15835566.51
AT12,DED4,Rail,38760,19325915
AT12,DED4,Road,40419,13018607.22
AT12,DED5,Rail,31072,15492554
AT12,DED5,Road,32626,11753033.9
AT12,DEE0,Rail,57629,28734149
AT12,DEE0,Road,87326,38272510.63
AT12,DEF0,Rail,87759,43757540
AT12,DEF0,Road,78675,51886562.91
AT12,DEG0,Rail,58237,29037574
AT12,DEG0,Road,51853,20943496.11
AT12,DK01,Rail,2989,1952342
AT12,DK01,Road,2385,2562242.295
AT12,DK02,Rail,740,483474
AT12,DK02,Road,1684,1736589.17
AT12,DK03,Rail,1432,935033
AT12,DK03,Road,7672,8635860.903
AT12,DK04,Rail,1506,983682
AT12,DK04,Road,3947,4903399.864
AT12,DK05,Rail,632,412497
AT12,DK05,Road,1692,2210624.999
AT12,EE00,Road,5083,8746770.609
AT12,EL30,Rail,50021,6317864
AT12,EL30,Road,14980,24119019.37
AT12,EL41,Rail,1455,183767
AT12,EL41,Road,182,295885.0839
AT12,EL42,Rail,3600,454699
AT12,EL42,Road,114,222603.8519
AT12,EL43,Rail,5211,658161
AT12,EL43,Road,1113,2131132.451
AT12,EL51,Rail,4088,516329
AT12,EL51,Road,2067,2726590.964
AT12,EL52,Rail,14014,1769972
AT12,EL52,Road,19636,23389184.93
AT12,EL53,Rail,2455,310097
AT12,EL53,Road,57,69100.15194
AT12,EL54,Rail,2305,291076
AT12,EL54,Road,2305,2923583.41
AT12,EL61,Rail,5277,666548
AT12,EL61,Road,2022,2679561.749
AT12,EL62,Rail,1852,233939
AT12,EL62,Road,568,985067.0219
AT12,EL63,Rail,4748,599676
AT12,EL63,Road,1885,2675453.017
AT12,EL64,Rail,4562,576162
AT12,EL64,Road,3487,5115924.857
AT12,EL65,Rail,4582,578708
AT12,EL65,Road,1102,1788093.395
AT12,ES11,Rail,1516,772469
AT12,ES11,Road,4445,11202524.4
AT12,ES12,Rail,578,294465
AT12,ES12,Road,974,2185910.501
AT12,ES13,Rail,332,169187
AT12,ES13,Road,789,1638961.396
AT12,ES21,Rail,1808,920981
AT12,ES21,Road,7050,13680524.52
AT12,ES22,Rail,502,255801
AT12,ES22,Road,2754,5320509.301
AT12,ES23,Rail,214,109184
AT12,ES23,Road,411,832023.4708
AT12,ES24,Rail,915,466199
AT12,ES24,Road,4060,7965189.508
AT12,ES30,Rail,5513,2808693
AT12,ES30,Road,6656,15243362.69
AT12,ES41,Rail,1455,741222
AT12,ES41,Road,4612,9999519.446
